Kanji,Meaning,Radicals,Sound
河童,kappa,River + Juvenile,かっぱ
川底,riverbed,River + Bottom,かわぞこ
河豚,puffer fish,River + Pork,ふぐ
再来年,year after next,Again + Come + Year,さらいねん
再建,rebuilding,Again + Build,さいけん
再来月,month after next,Again + Come + Moon,さらいげつ
再来週,week after next,Again + Come + Week,さらいしゅう
再び,again,Again,ふたた
再開,reopening,Again + Open,さいかい
再度,a second time,Again + Degrees,さいど
比べる,to compare,Compare,くら
比較,comparison,Compare + Contrast,ひかく
比較的,comparatively,Compare + Contrast + Target,ひかくてき
印刷,printing,Seal + Printing,いんさつ
矢印,arrow (symbol),Arrow + Seal,やじるし
第一印象,first impression,Ordinal Number Prefix + One + Seal + Elephant,だいいちいんしょう
印鑑,stamp,Seal + Model,いんかん
朱印,red seal,Vermillion + Seal,しゅいん
面接,interview (e.g. for a job),Face + Adjoin,めんせつ
直接,direct,Fix + Adjoin,ちょくせつ
間接,indirection,Interval + Adjoin,かんせつ
刺身,"sashimi (raw sliced fish, shellfish or crustaceans)",Stab + Body,さしみ
名刺,business card,Name + Stab,めいし
刺激,stimulus,Stab + Fierce,しげき
刺す,to pierce,Stab,さ
入れ墨,tattoo (esp. a traditional Japanese one),Enter + Black Ink,いずみ
久しぶり,a long time (since the last time),Long Time,ひさ
振る,to wave,Shake,ふ
揺さぶる,to shake,Shake,ゆ
身振り,gesture,Body + Shake,みぶ
振り仮名,furigana,Shake + Temporary + Name,ふがな
振動,oscillation,Shake + Move,しんどう
不振,dullness,Not + Shake,ふしん
故障,fault,Circumstance + Hinder,こしょう
保証,guarantee,Preserve + Evidence,ほしょう
障子,shoji (paper sliding door),Hinder + Child,しょうじ
障害,obstacle,Hinder + Damage,しょうがい
障る,to be harmful to,Hinder,さわ
行く,to go,Go,い
一応,more or less,One + Respond,いちおう
往復,making a round trip,Depart + Restore,おうふく
行き,the way there,Go,い
鉛筆,pencil,Lead + Writing Brush,えんぴつ
万年筆,fountain pen,Ten Thousand + Year + Writing Brush,まんねんひつ
随筆,essays,All + Writing Brush,ずいひつ
執筆,writing,Tenacious + Writing Brush,しっぴつ
励ます,to encourage,Encourage,はげ
激励,encouragement,Fierce + Encourage,げきれい
作る,to make,Make,つく
始める,to start,Begin,はじ
創立,establishment,Create + Stand,そうりつ
創造,creation,Create + Create,そうぞう
創造力,creative power,Create + Create + Power,そうぞうりょく
創造的,creative,Create + Create + Target,そうぞうてき
独創,originality,Alone + Create,どくそう
果物,fruit,Fruit + Thing,くだもの
お菓子,confections,Cake + Child,かし
菓子屋,confectionery shop,Cake + Child + Roof,かしや
授業,lesson,Instruct + Business,じゅぎょう
教授,professor,Teach + Instruct,きょうじゅ
検討,consideration,Examine + Chastise,けんとう
討論,debate,Chastise + Theory,とうろん
撃つ,"to shoot (a gun, person, etc.)",Attack,う
帰る,to return,Return,かえ
復習,review (of learned material),Restore + Learn,ふくしゅう
回復,restoration,Times + Restore,かいふく
往復,making a round trip,Depart + Restore,おうふく
復旧,restoration,Restore + Former,ふっきゅう
複数,plural,Duplicate + Count,ふくすう
作る,to make,Make,つく
偽造,forgery,Fake + Create,ぎぞう
製造,manufacture,Manufacture + Create,せいぞう
構造,structure,Set Up + Create,こうぞう
改造,remodeling,Renew + Create,かいぞう
人造,artificial,Person + Create,じんぞう
創造,creation,Create + Create,そうぞう
創造力,creative power,Create + Create + Power,そうぞうりょく
醸造,brewing,Brew + Create,じょうぞう
鋳造,casting,Cast + Create,ちゅうぞう
造園,landscape gardening,Create + Garden,ぞうえん
手作り,handmade,Hand + Make,てづく
創造的,creative,Create + Create + Target,そうぞうてき
酒造,brewing (sake),Alcohol + Create,しゅぞう
独立,independence,Alone + Stand,どくりつ
独身,unmarried,Alone + Body,どくしん
孤独,solitude,Orphan + Alone,こどく
独占,monopoly,Alone + Fortune,どくせん
独特,peculiarity,Alone + Special,どくとく
独り言,soliloquy,Alone + Say,ひとごと
一人,one person,One + Person,ひとり
独学,self-education,Alone + Study,どくがく
独裁,dictatorship,Alone + Judge,どくさい
独創,originality,Alone + Create,どくそう
怪獣,monster,Suspicious + Beast,かいじゅう
獣医,veterinarian,Beast + Medicine,じゅうい
野獣,wild beast,Field + Beast,やじゅう
独占,monopoly,Alone + Fortune,どくせん
占める,to occupy,Fortune,し
占い,fortune-telling,Fortune,うらな
星占い,astrology,Star + Fortune,ほしうらな
激しい,violent,Fierce,はげ
刺激,stimulus,Stab + Fierce,しげき
激励,encouragement,Fierce + Encourage,げきれい
劇的,dramatic,Drama + Target,げきてき
鉛筆,pencil,Lead + Writing Brush,えんぴつ
郵便局,post office,Mail + Convenience + Bureau,ゆうびんきょく
郵便,mail service,Mail + Convenience,ゆうびん
郵便番号,postal code,Mail + Convenience + Number In A Series + Number,ゆうびんばんごう
郵便箱,mailbox (for delivered mail),Mail + Convenience + Box,ゆうびんばこ
豚肉,pork,Pork + Meat,ぶたにく
河豚,puffer fish,River + Pork,ふぐ
事故,accident,Action + Circumstance,じこ
故障,fault,Circumstance + Hinder,こしょう
古い,old,Old,ふる
何故,why,What + Circumstance,なぜ
故意,intent,Circumstance + Idea,こい
故郷,hometown,Circumstance + Hometown,ふるさと
何故なら,because,What + Circumstance,なぜ
故に,therefore,Circumstance,ゆえ
貯金,putting money aside,Savings + Gold,ちょきん
蓄える,to store,Amass,たくわ
貯蓄,savings,Savings + Amass,ちょちく
貯金箱,savings box,Savings + Gold + Box,ちょきんばこ
脅迫,threat,Threaten + Urge,きょうはく
迫害,persecution,Urge + Damage,はくがい
迫る,to approach,Urge,せま
圧迫,pressure,Pressure + Urge,あっぱく
切迫,pressure,Cut + Urge,せっぱく
濃い,deep (colour),Thick,こ
濃度,concentration,Thick + Degrees,のうど
濃紺,dark blue,Thick + Navy,のうこん
胃痛,stomach-ache,Stomach + Pain,いつう
胃腸,stomach and intestines,Stomach + Intestines,いちょう
お腹,belly,Belly,なか
腹立つ,to get angry,Belly + Stand,はらだ
切腹,seppuku,Cut + Belly,せっぷく
退屈,tedious,Retreat + Yield,たいくつ
下がる,to come down,Below,さ
退院,leaving hospital,Retreat + Institution,たいいん
引退,retirement,Pull + Retreat,いんたい
辞める,to resign,Quit,や
退く,to step back,Retreat,しりぞ
衰退,decline,Decline + Retreat,すいたい
早退,leaving early,Early + Retreat,そうたい
給与,pay,Salary + Give,きゅうよ
給料,salary,Salary + Fee,きゅうりょう
供給,supply,Servant + Salary,きょうきゅう
昇給,salary raise,Ascend + Salary,しょうきゅう
給油,"refueling (a car, plane, etc.)",Salary + Oil,きゅうゆ
給油所,gas station,Salary + Oil + Place,きゅうゆじょ
睡眠,sleep,Drowsy + Sleep,すいみん
眠る,to sleep,Sleep,ねむ
眠い,sleepy,Sleep,ねむ
居眠り,nodding off (while sitting),Alive + Sleep,いねむ
不眠症,sleeplessness,Not + Sleep + Symptom,ふみんしょう
誘う,to invite,Invite,さそ
誘惑,temptation,Invite + Misguided,ゆうわく
勧誘,invitation,Recommend + Invite,かんゆう
誘拐,abduction,Invite + Kidnap,ゆうかい
症状,symptoms,Symptom + Condition,しょうじょう
炎症,inflammation,Flame + Symptom,えんしょう
花粉症,hay fever,Flower + Powder + Symptom,かふんしょう
不眠症,sleeplessness,Not + Sleep + Symptom,ふみんしょう
恐怖症,phobia,Fear + Scary + Symptom,きょうふしょう
迷信,superstition,Astray + Believe,めいしん
迷惑,trouble,Astray + Misguided,めいわく
迷子,lost child,Astray + Child,まいご
迷路,maze,Astray + Road,めいろ
迷彩,camouflage,Astray + Coloring,めいさい
迷い,hesitation,Astray,まよ
迷う,to lose one's way,Astray,まよ
迷わす,to puzzle,Astray,まよ
道に迷う,to lose one's way,Road + Astray,みちまよ
南極,South Pole,South + Extreme,なんきょく
決める,to decide,Decide,き
決まる,to be decided,Decide,き
極端,extreme,Extreme + Edge,きょくたん
究極,ultimate,Research + Extreme,きゅうきょく
極めて,exceedingly,Extreme,きわ
取り決め,decision,Take + Decide,とき
見極める,to watch to the end,See + Extreme,みきわ
極楽,Sukhavati (Amitabha's Pure Land),Extreme + Comfort,ごくらく
葉書,postcard,Leaf + Write,はがき
簡単,simple,Simplicity + Simple,かんたん
先端,pointed end,Previous + Edge,せんたん
極端,extreme,Extreme + Edge,きょくたん
中途半端,halfway,Middle + Route + Half + Edge,ちゅうとはんぱ
鼻先,tip of nose,Nose + Previous,はなさき
締める,to tie,Tighten,し
閉まる,to be shut,Close,し
締め切り,deadline,Tighten + Cut,しき
締結,conclusion,Tighten + Bind,ていけつ
上る,to ascend,Above,のぼ
昇進,promotion,Ascend + Advance,しょうしん
昇給,salary raise,Ascend + Salary,しょうきゅう
迷惑,trouble,Astray + Misguided,めいわく
誘惑,temptation,Invite + Misguided,ゆうわく
惑う,to get lost,Misguided,まど
睡眠,sleep,Drowsy + Sleep,すいみん
麻酔,anaesthesia,Hemp + Drunk,ますい
眠る,to sleep,Sleep,ねむ
眠い,sleepy,Sleep,ねむ
居眠り,nodding off (while sitting),Alive + Sleep,いねむ
睡眠薬,sleeping pill,Drowsy + Sleep + Medicine,すいみんやく
階段,stairs,Floor + Steps,かいだん
段々,gradually,Steps + Repeater,だんだん
値段,price,Value + Steps,ねだん
普段,usual,Normal + Steps,
段階,stage,Steps + Floor,だんかい
野郎,guy,Field + Guy,やろう
健康,health,Healthy + Health,けんこう
不健康,poor health,Not + Healthy + Health,ふけんこう
剛健,vigour,Sturdy + Healthy,ごうけん
靴下,socks,Shoes + Below,くつした
靴屋,shoe store,Shoes + Roof,くつや
長靴,leather boots,Long + Shoes,ながぐつ
就職,finding employment,Settle In + Employment,しゅうしょく
就く,"to take (seat, position, course, office, etc.)",Settle In,つ
就業,employment,Settle In + Business,しゅうぎょう
途中,on the way,Route + Middle,とちゅう
中途半端,halfway,Middle + Route + Half + Edge,ちゅうとはんぱ
織物,textile,Weave + Thing,おりもの
組織,organization,Group + Weave,そしき
織る,to weave,Weave,お
紡織,spinning and weaving,Spinning + Weave,ぼうしょく
借りる,to borrow,Borrow,か
貸す,to lend,Lend,か
貸し,loan,Lend,か
賃貸,leasing (out),Rent + Lend,ちんたい
貸し切り,reserving (for exclusive use),Lend + Cut,かき
退屈,tedious,Retreat + Yield,たいくつ
理屈,theory,Reason + Yield,りくつ
窮屈,narrow,Destitute + Yield,きゅうくつ
屈辱,disgrace,Yield + Humiliate,くつじょく
卑屈,servile,Lowly + Yield,ひくつ
屈む,to stoop,Yield,かが
痛み,pain,Pain,いた
頭痛,headache,Head + Pain,ずつう
痛い,painful,Pain,いた
痛む,to hurt,Pain,いた
痛める,to hurt,Pain,いた
鎮痛剤,analgesic,Tranquilize + Pain + Dose,ちんつうざい
胃痛,stomach-ache,Stomach + Pain,いつう
痛み止め,painkiller,Pain + Stop,いたど
痛恨,deep regret,Pain + Grudge,つうこん
健康,health,Healthy + Health,けんこう
不健康,poor health,Not + Healthy + Health,ふけんこう
悩む,to be worried,Worry,なや
悩み,trouble,Worry,なや
休暇,holiday,Rest + Spare Time,きゅうか
寸暇,moment's leisure,Measurement + Spare Time,すんか
訪ねる,to visit,Visit,たず
訪問,call,Visit + Problem,ほうもん
訪れる,to visit,Visit,おとず
呼ぶ,to call out (to),Call,よ
招待,invitation,Beckon + Wait,しょうたい
招く,to invite,Beckon,まね
召喚,summons,Call + Scream,しょうかん
招き猫,beckoning cat,Beckon + Cat,まねねこ
怒る,to get angry,Angry,おこ
怒り,anger,Angry,いか
怒鳴る,to shout (in anger),Angry + Chirp,どな
怒らせる,to make (someone) angry,Angry,おこ
怒気,anger,Angry + Energy,どき
攻撃,attack,Aggression + Attack,こうげき
衝撃,impact,Collide + Attack,しょうげき
襲撃,(surprise) attack,Attack + Attack,しゅうげき
爆撃,bombing (raid),Explode + Attack,ばくげき
進撃,advance,Advance + Attack,しんげき
撃墜,shooting down (an aircraft),Attack + Crash,げきつい
撃つ,"to shoot (a gun, person, etc.)",Attack,う
狙撃,shooting,Aim + Attack,そげき
奇妙,strange,Odd + Strange,きみょう
微妙,subtle,Delicate + Strange,びみょう
巧妙,ingenious,Adept + Strange,こうみょう
妙薬,wonder drug,Strange + Medicine,みょうやく
綺麗,pretty,Beautiful + Lovely,きれい
軍隊,armed forces,Army + Squad,ぐんたい
兵隊,soldier,Soldier + Squad,へいたい
入隊,enlistment,Enter + Squad,にゅうたい
艦隊,(naval) fleet,Warship + Squad,かんたい
衆議院,House of Representatives (lower house of the National Diet of Japan),Populace + Deliberation + Institution,しゅうぎいん
